7/1/2020,9527
7/2/2020,10124
7/3/2020,10695
7/4/2020,11009
7/5/2020,11131
7/6/2020,11679
7/7/2020,11926
7/8/2020,12408
7/9/2020,13161
7/10/2020,13864
7/11/2020,14304
7/12/2020,14622
7/13/2020,14788
7/14/2020,15445
7/15/2020,15998
7/16/2020,16570
7/17/2020,16983
7/18/2020,17215
7/19/2020,17454
7/20/2020,17646
7/21/2020,17791
7/22/2020,18394
7/23/2020,18696
7/24/2020,18939
7/25/2020,19177
7/26/2020,19401
7/27/2020,19480
7/28/2020,19720
7/29/2020,19952
7/30/2020,20187
7/31/2020,20465
8/1/2020,20745
8/2/2020,20967
8/3/2020,21214
8/4/2020,21549
8/5/2020,21822
8/6/2020,22024
8/7/2020,22256
8/8/2020,22480
8/9/2020,22602
8/10/2020,22724
8/11/2020,22953
8/12/2020,23249
8/13/2020,23421
8/14/2020,23718
8/15/2020,23870
8/16/2020,24008
8/17/2020,24144
8/18/2020,24409
8/19/2020,24759
8/20/2020,25062
8/21/2020,25353
8/22/2020,25559
8/23/2020,25640
8/24/2020,25736
8/25/2020,25890
8/26/2020,26017
8/27/2020,26117
8/28/2020,26239
8/29/2020,26307
8/30/2020,26316
8/31/2020,26434
9/1/2020,26516
9/2/2020,26523
9/3/2020,26622
9/4/2020,26726
9/5/2020,26854
9/6/2020,26931
9/7/2020,26969
9/8/2020,27038
9/9/2020,27124
9/10/2020,27206
9/11/2020,27424
9/12/2020,27525
9/13/2020,27578
9/14/2020,27701
9/15/2020,27776
9/16/2020,27961
9/17/2020,28103
9/18/2020,28212
9/19/2020,28375
9/20/2020,28438
9/21/2020,28441
9/22/2020,28596
9/23/2020,28643
9/24/2020,28745
9/25/2020,28904
9/26/2020,29073
9/27/2020,29130
9/28/2020,29252
9/29/2020,29343
9/30/2020,29421
10/1/2020,29514
10/2/2020,29576
10/3/2020,29647
10/4/2020,29750
10/5/2020,29799
10/6/2020,29857
10/7/2020,29952
10/8/2020,29997
10/9/2020,30075
10/10/2020,30165
10/11/2020,30199
10/12/2020,30265
10/13/2020,30398
10/14/2020,30398
10/15/2020,30601
10/16/2020,30688
10/17/2020,30797
10/18/2020,30908
10/19/2020,30956
10/20/2020,31053
10/21/2020,31159
10/22/2020,31228
10/23/2020,31327
10/24/2020,31411
10/25/2020,31493
10/26/2020,31551
10/27/2020,31653
10/28/2020,31775
10/29/2020,31851
10/30/2020,31943
10/31/2020,32024
11/1/2020,32143
11/2/2020,32220
11/3/2020,32303
11/4/2020,32451
11/5/2020,32605
11/6/2020,32748
11/7/2020,32928
11/8/2020,33016
11/9/2020,33168
11/10/2020,33382
11/11/2020,33559
11/12/2020,33769
11/13/2020,33960
11/14/2020,34204
11/15/2020,34504
11/16/2020,34612
11/17/2020,34769
11/18/2020,35020
11/19/2020,35326
11/20/2020,35616
11/21/2020,35984
11/22/2020,36175
11/23/2020,36436
11/24/2020,36754
11/25/2020,37120
11/26/2020,37238
11/27/2020,37238
11/28/2020,37666
11/29/2020,37898
11/30/2020,38045
12/1/2020,38377
12/2/2020,38757
12/3/2020,39037
12/4/2020,39267
12/5/2020,39566
12/6/2020,39925
12/7/2020,40209
12/8/2020,40481
12/9/2020,40836
12/10/2020,41092
12/11/2020,41519
12/12/2020,41901
12/13/2020,42136
12/14/2020,42441
12/15/2020,42856
12/16/2020,43469
12/17/2020,43836
12/18/2020,44381
12/19/2020,44796
12/20/2020,45070
12/21/2020,45492
12/22/2020,46029
12/23/2020,46701
12/24/2020,47076
12/25/2020,47076
12/26/2020,47076
12/27/2020,48208
12/28/2020,48424
12/29/2020,48951
12/30/2020,49648
12/31/2020,50194
1/1/2021,50595
1/2/2021,50595
1/3/2021,51558
1/4/2021,51956
1/5/2021,52708
1/6/2021,53272
1/7/2021,53935
1/8/2021,54814
1/9/2021,55406
1/10/2021,55870
1/11/2021,55870
1/12/2021,56825
1/13/2021,56825
1/14/2021,58286
1/15/2021,59394
1/16/2021,60084
1/17/2021,60379
1/18/2021,60782
1/19/2021,61468
1/20/2021,62302
1/21/2021,63036
1/22/2021,63751
1/23/2021,64291
1/24/2021,64658
1/25/2021,64963
1/26/2021,65507
1/27/2021,66209
1/28/2021,66859
1/29/2021,67566
1/30/2021,68020
1/31/2021,68290
2/1/2021,68731
2/2/2021,69408
2/3/2021,70089
2/4/2021,70631
2/5/2021,71164
2/6/2021,71426
2/7/2021,71623
2/8/2021,71831
2/9/2021,72279
2/10/2021,72625
2/11/2021,72972
2/12/2021,73259
2/13/2021,73538
2/14/2021,73538
2/15/2021,73538
2/16/2021,73538
2/17/2021,73538
2/18/2021,73538
2/19/2021,73538
2/20/2021,73538
2/21/2021,73538
2/22/2021,73809
2/23/2021,74206
2/24/2021,74598
2/25/2021,74835
2/26/2021,75047
