7/1/2020,133
7/2/2020,136
7/3/2020,141
7/4/2020,142
7/5/2020,146
7/6/2020,149
7/7/2020,158
7/8/2020,162
7/9/2020,169
7/10/2020,174
7/11/2020,180
7/12/2020,184
7/13/2020,189
7/14/2020,193
7/15/2020,200
7/16/2020,209
7/17/2020,217
7/18/2020,223
7/19/2020,228
7/20/2020,233
7/21/2020,240
7/22/2020,248
7/23/2020,254
7/24/2020,258
7/25/2020,263
7/26/2020,268
7/27/2020,274
7/28/2020,280
7/29/2020,287
7/30/2020,294
7/31/2020,301
8/1/2020,304
8/2/2020,314
8/3/2020,318
8/4/2020,320
8/5/2020,329
8/6/2020,333
8/7/2020,342
8/8/2020,348
8/9/2020,351
8/10/2020,353
8/11/2020,359
8/12/2020,362
8/13/2020,367
8/14/2020,375
8/15/2020,377
8/16/2020,378
8/17/2020,378
8/18/2020,382
8/19/2020,384
8/20/2020,386
8/21/2020,389
8/22/2020,390
8/23/2020,391
8/24/2020,394
8/25/2020,396
8/26/2020,399
8/27/2020,401
8/28/2020,401
8/29/2020,402
8/30/2020,407
8/31/2020,407
9/1/2020,408
9/2/2020,408
9/3/2020,409
9/4/2020,411
9/5/2020,413
9/6/2020,415
9/7/2020,416
9/8/2020,417
9/9/2020,419
9/10/2020,421
9/11/2020,421
9/12/2020,422
9/13/2020,425
9/14/2020,425
9/15/2020,426
9/16/2020,426
9/17/2020,427
9/18/2020,427
9/19/2020,430
9/20/2020,431
9/21/2020,432
9/22/2020,432
9/23/2020,433
9/24/2020,434
9/25/2020,436
9/26/2020,436
9/27/2020,436
9/28/2020,437
9/29/2020,437
9/30/2020,438
10/1/2020,438
10/2/2020,439
10/3/2020,441
10/4/2020,442
10/5/2020,442
10/6/2020,442
10/7/2020,442
10/8/2020,443
10/9/2020,443
10/10/2020,445
10/11/2020,445
10/12/2020,445
10/13/2020,446
10/14/2020,446
10/15/2020,449
10/16/2020,449
10/17/2020,449
10/18/2020,450
10/19/2020,450
10/20/2020,452
10/21/2020,452
10/22/2020,452
10/23/2020,452
10/24/2020,452
10/25/2020,452
10/26/2020,453
10/27/2020,455
